,Surgeons,NPI,URL,Gender,Surgery Volume,Med School,Med Year,Residency,Certifications,Hospitals,# Death Cases,Death Rate,# Problem Cases,Problem Rate,Combined Score,Avg Review,# of Reviews
342,Dr. Laura L. Reed,1194704338,www.checkbook.org/surgeonratings/Lung-Surgery/Laura-L-Reed/1194704338/,Female,,Wayne State University,1988,,Surgery;Thoracic and Cardiac Surgery,The Medical Center of Central Georgia;Coliseum Medical Centers;,68,6.3,66,30.4,0.2835447523709549,4.287096774193548,31.0
343,Dr. Carsten Schroeder,1700088143,www.checkbook.org/surgeonratings/Lung-Surgery/Carsten-Schroeder/1700088143/,Male,,,,,None,University Hospitals Case Medical Center;Augusta University Medical Center;,-99,-99.0,36,21.2,-0.5999216526362199,4.542857142857143,14.0
344,Dr. Walter W. Scott,1063433688,www.checkbook.org/surgeonratings/Lung-Surgery/Walter-W-Scott/1063433688/,Male,,University of Virginia,1992,,Surgery;Thoracic and Cardiac Surgery,Southeast Georgia Health System - Brunswick Campus;,83,12.4,83,30.0,1.1817439505947596,4.911111111111111,9.0
345,Dr. Michael Barry Stubbs,1073500898,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Barry-Stubbs/1073500898/,Male,,Emory University,1974,Lakeside-U Hosp,Thoracic and Cardiac Surgery,DeKalb Medical Center at North Decatur;,-99,-99.0,27,26.4,-0.014787895330305246,3.6666666666666665,3.0
346,Dr. Michael A. Watts,1477613917,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-A-Watts/1477613917/,Male,,Medical University of South Carolina,1972,,Thoracic and Cardiac Surgery,University Hospital (Augusta);,-99,-99.0,43,28.5,0.22151612204323737,4.333333333333333,6.0
347,Dr. Alan Daniel Winston,1336256841,www.checkbook.org/surgeonratings/Lung-Surgery/Alan-Daniel-Winston/1336256841/,Male,,University of Texas-Houston,1992,,Thoracic and Cardiac Surgery,Northeast Georgia Medical Center;,77,11.6,72,23.6,0.7009135278838067,4.535135135135135,37.0
348,Dr. Ayman Abdul-Ghani,1548449218,www.checkbook.org/surgeonratings/Lung-Surgery/Ayman-Abdul-Ghani/1548449218/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Northeast Alabama Regional Medical Center;Straub Clinic and Hospital;,-99,-99.0,27,14.4,-1.365096566036262,4.152941176470588,17.0
349,Dr. Paul Timothy Morris,1952403438,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-Timothy-Morris/1952403438/,Male,,Georgetown University,1987,,Surgery;Thoracic and Cardiac Surgery,The Queen's Medical Center;,-99,-99.0,59,19.4,-0.8024679532421135,4.8,14.0
350,Dr. Robert J. Burnett,1104824150,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-J-Burnett/1104824150/,Male,,University of Cincinnati,1991,,Surgery;Thoracic and Cardiac Surgery,Kootenai Medical Center;,-99,-99.0,70,25.6,-0.10480847337736872,3.627777777777778,18.0
351,Dr. Stephen M. Fall,1366458085,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-M-Fall/1366458085/,Male,,Wake Forest University,1977,Walter Reed Army Medical Center,Thoracic and Cardiac Surgery,St. Alphonsus Regional Medical Center;Penn Highlands DuBois;,-99,-99.0,44,25.8,-0.08230332886560285,4.576470588235294,17.0
352,Dr. Matthew W. Schoolfield,1275758377,www.checkbook.org/surgeonratings/Lung-Surgery/Matthew-W-Schoolfield/1275758377/,Male,,University of South Dakota,2002,,Surgery;Thoracic and Cardiac Surgery,St. Luke's Medical Center (Boise);,154,3.6,147,22.8,-0.5515778663667029,4.741666666666666,24.0
353,Dr. Benedict James Winston Taylor,1831355957,www.checkbook.org/surgeonratings/Lung-Surgery/Benedict-James-Winston-Taylor/1831355957/,Male,,University of Southern California,2003,,Surgery;Thoracic and Cardiac Surgery,Santa Barbara Cottage Hospital;,-99,-99.0,19,40.9,1.616835081772726,,
354,Dr. Julio Cesar Vasquez,1497824007,www.checkbook.org/surgeonratings/Lung-Surgery/Julio-Cesar-Vasquez/1497824007/,Male,,Foreign Medical School--Peru,1994,Wayne State Univ/Detroit Med Ctr,Surgery;Thoracic and Cardiac Surgery,Portneuf Medical Center;,-99,-99.0,24,20.5,-0.6786896584274006,4.942857142857143,14.0
355,Dr. Richard Anderson,1699703892,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-Anderson/1699703892/,Male,,Loyola University,1992,,Surgery;Thoracic and Cardiac Surgery,OSF St. Francis Medical Center;UnityPoint Health - Methodist;,-99,-99.0,102,26.9,0.04147496594910963,4.4990625,320.0
356,Dr. Ankit Bharat,1003852419,www.checkbook.org/surgeonratings/Lung-Surgery/Ankit-Bharat/1003852419/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Northwestern Memorial Hospital;,-99,-99.0,22,16.9,-1.0837822596391877,,
357,Dr. Juan Jose Bonilla,1558327015,www.checkbook.org/surgeonratings/Lung-Surgery/Juan-Jose-Bonilla/1558327015/,Male,,University of Chicago,1989,,Thoracic and Cardiac Surgery,Presence Mercy Medical Center;Loyola University Medical Center;Advocate Good Samaritan Hospital;Trinity Medical Center (Moline);Elmhurst Memorial Hospital;Centegra Hospital - McHenry;Edward Hospital;Advocate Lutheran General Hospital;Franciscan St. James Health;Presence Covenant Medical Center;,-99,-99.0,20,27.9,0.15400068850793938,4.1,51.0
358,Dr. Keith David Bowersox,1669474870,www.checkbook.org/surgeonratings/Lung-Surgery/Keith-David-Bowersox/1669474870/,Male,,Indiana University,1986,U Ill Sch Med,Surgery;Thoracic and Cardiac Surgery,Northwest Community Hospital;Presence Resurrection Medical Center;Presence St. Francis Hospital;Wheaton Franciscan Healthcare St. Francis;Advocate Lutheran General Hospital;,69,8.2,69,23.0,0.15397634139469205,,
359,Dr. William H. Bradshaw,1588637953,www.checkbook.org/surgeonratings/Lung-Surgery/William-H-Bradshaw/1588637953/,Male,,New York Medical College,1984,,Thoracic and Cardiac Surgery,Presence St. Joseph Hospital (Chicago);,-99,-99.0,31,38.7,1.369278492143301,4.1,10.0
360,Dr. David G. Cable,1033183728,www.checkbook.org/surgeonratings/Lung-Surgery/David-G-Cable/1033183728/,Male,,University of Iowa,1993,,Surgery;Thoracic and Cardiac Surgery,OSF St. Anthony Medical Center;,-99,-99.0,30,17.0,-1.0725296873833048,4.620118343195267,169.0
361,Dr. Jeffrey P. Christy,1710968490,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-P-Christy/1710968490/,Male,,University of Iowa,1987,U Iowa Hosp and Clins,Thoracic and Cardiac Surgery,HSHS St. John's Hospital;Memorial Medical Center (Springfield);,-99,-99.0,13,65.6,4.39622042897582,4.647222222222222,36.0
362,Dr. Michael Colla,1457382913,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Colla/1457382913/,Male,,Creighton University,1981,,Surgery;Thoracic and Cardiac Surgery,Carle Foundation Hospital;,-99,-99.0,30,30.6,0.45782013941678,3.8620689655172415,29.0
363,Dr. Lynn Scott Cook,1508891219,www.checkbook.org/surgeonratings/Lung-Surgery/Lynn-Scott-Cook/1508891219/,Male,,University of Arkansas,1981,,Surgery;Thoracic and Cardiac Surgery,Carle Foundation Hospital;,-99,-99.0,39,30.9,0.4915778561844286,2.8333333333333335,24.0
364,Dr. Ronald M. Cossman,1932161619,www.checkbook.org/surgeonratings/Lung-Surgery/Ronald-M-Cossman/1932161619/,Male,,University of Michigan,1993,,Surgery;Thoracic and Cardiac Surgery,Presence Covenant Medical Center;Mercy Hospital St. Louis;,-99,-99.0,26,13.1,-1.5113800053627406,4.91,10.0
365,Dr. Ronald D. Curran,1407867286,www.checkbook.org/surgeonratings/Lung-Surgery/Ronald-D-Curran/1407867286/,Male,,Rush University,2001,,Surgery;Thoracic and Cardiac Surgery,Swedish Covenant Hospital;,-99,-99.0,30,19.4,-0.8024679532421135,5.0,10.0
366,Dr. Marcelo C. Dasilva,1922064138,www.checkbook.org/surgeonratings/Lung-Surgery/Marcelo-C-Dasilva/1922064138/,Male,,,,Penn State University-Hershey College of Medicine,Surgery;Thoracic and Cardiac Surgery,Loyola University Medical Center;Brigham and Women's Hospital;,-99,-99.0,57,25.2,-0.14981876240090086,5.0,3.0
367,Dr. Michael J. Davalle,1386600039,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-J-Davalle/1386600039/,Male,,Loyola University,1978,Bellevue Hospital Center,Thoracic and Cardiac Surgery;Vascular Surgery,"Elmhurst Memorial Hospital;Advocate Good Samaritan Hospital;Edward Hospital;Presence Mercy Medical Center;Presence Resurrection Medical Center;AMITA Adventist Medical Center, La Grange;",-99,-99.0,45,11.2,-1.7251788782245172,4.233333333333333,18.0
368,Dr. Malcolm M. Decamp,1356373872,www.checkbook.org/surgeonratings/Lung-Surgery/Malcolm-M-Decamp/1356373872/,Male,,University of Louisville,1983,,Thoracic and Cardiac Surgery,Northwestern Memorial Hospital;,150,2.1,141,21.0,-0.879253723899708,4.2,9.0
369,Dr. Marvin J. Derrick,1497855886,www.checkbook.org/surgeonratings/Lung-Surgery/Marvin-J-Derrick/1497855886/,Male,,University of California-Los Angeles,1981,University of California Davis Medical Center,Surgery;Thoracic and Cardiac Surgery,Decatur Memorial Hospital;,94,5.4,89,25.0,-0.15611632287592025,4.351162790697675,43.0
370,Dr. Mark Kendric Ferguson,1306904453,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-Kendric-Ferguson/1306904453/,Male,,University of Chicago,1977,,Thoracic and Cardiac Surgery,University of Chicago Medical Center;,168,8.5,163,34.8,0.8631586459377991,3.9,10.0
371,Dr. Paul James Gordon,1356341994,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-James-Gordon/1356341994/,Male,,Southern Illinois University,1990,,Surgery;Thoracic and Cardiac Surgery,"Advocate Christ Medical Center;Palos Community Hospital;Little Company of Mary Hospital;Advocate Good Shepherd Hospital;AMITA Adventist Medical Center, La Grange;",193,3.5,187,21.5,-0.6398130998452796,4.7,24.0
372,Dr. John Gregory Grieco,1023074770,www.checkbook.org/surgeonratings/Lung-Surgery/John-Gregory-Grieco/1023074770/,Male,,Loyola University,1977,,Thoracic and Cardiac Surgery,Advocate Good Samaritan Hospital;Trinity Medical Center (Moline);Edward Hospital;Presence St. Joseph Medical Center;,-99,-99.0,31,19.4,-0.8024679532421135,4.9,24.0
373,Dr. Todd Guynn,1578559068,www.checkbook.org/surgeonratings/Lung-Surgery/Todd-Guynn/1578559068/,Male,,Rush University,1985,Rush University Medical Center,Surgery;Thoracic and Cardiac Surgery,Rush-Copley Medical Center;,-99,-99.0,18,26.1,-0.04854561209795385,4.295238095238095,21.0
374,Dr. Stephen R. Hazelrigg,1205817996,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-R-Hazelrigg/1205817996/,Male,,Southern Illinois University,1983,Southern Ill U,Surgery;Thoracic and Cardiac Surgery,Memorial Medical Center (Springfield);HSHS St. John's Hospital;,339,6.1,322,24.4,-0.08421944293620881,4.5765957446808505,47.0
375,Dr. Thomas J. Hinkamp,1114983863,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-J-Hinkamp/1114983863/,Male,,Loyola University,1981,Loyola U,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Centegra Hospital - McHenry;Presence Resurrection Medical Center;Trinity Medical Center (Moline);Advocate Good Samaritan Hospital;Elmhurst Memorial Hospital;Presence Mercy Medical Center;Edward Hospital;,41,5.6,36,17.4,-0.553527040968799,4.0,16.0
376,Dr. Vu T. Hoang,1588625677,www.checkbook.org/surgeonratings/Lung-Surgery/Vu-T-Hoang/1588625677/,Male,,University of Florida,1990,,Thoracic and Cardiac Surgery,Grand Strand Medical Center;Overlake Hospital Medical Center;Advocate Sherman Hospital;Northwest Community Hospital;Presence St. Joseph Hospital (Elgin);,-99,-99.0,35,29.1,0.2890315555785354,4.5680000000000005,25.0
377,Dr. James B. Kase,1144310046,www.checkbook.org/surgeonratings/Lung-Surgery/James-B-Kase/1144310046/,Male,,Medical College of Pennsylvania,1980,Med Coll Penn Hosp,Surgery;Thoracic and Cardiac Surgery,Blessing Hospital;,-99,-99.0,31,29.5,0.3340418446020671,3.0,4.0
378,Dr. Ki Wan Kim,1356490734,www.checkbook.org/surgeonratings/Lung-Surgery/Ki-Wan-Kim/1356490734/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,NorthShore University Health System;,-99,-99.0,71,40.3,1.549319648237428,4.571428571428571,7.0
379,Dr. John J. Klosak,1538169941,www.checkbook.org/surgeonratings/Lung-Surgery/John-J-Klosak/1538169941/,Male,,Loyola University,1979,Loyola U,Surgery;Vascular Surgery,Trinity Medical Center (Moline);Genesis Medical Center;,-99,-99.0,91,22.6,-0.44238564105385797,4.552941176470589,17.0
380,Dr. Robert Gerard Kummerer,1902891674,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Gerard-Kummerer/1902891674/,Male,,Rush University,1990,,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Advocate Condell Medical Center;Advocate Good Shepherd Hospital;Wheaton Franciscan Healthcare All Saints;,-99,-99.0,24,25.4,-0.12731361788913498,3.4,15.0
381,Dr. Michael Justin Liptay,1245338607,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Justin-Liptay/1245338607/,Male,,Northwestern University,1988,,Surgery;Thoracic and Cardiac Surgery,Rush University Medical Center;Skokie Hospital;NorthShore University Health System;,474,4.2,456,24.6,-0.35974363317173286,4.904137931034483,145.0
382,Dr. Robert B. Love,1336104041,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-B-Love/1336104041/,Male,,Rush University,1982,,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Loyola University Medical Center;Froedtert Hospital;,-99,-99.0,64,37.2,1.2004899083050564,4.1881355932203395,59.0
383,Dr. Rammohan Marla,1063583359,www.checkbook.org/surgeonratings/Lung-Surgery/Rammohan-Marla/1063583359/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Mercy Medical Center - Clinton;Trinity Bettendorf;,-99,-99.0,23,37.8,1.2680053418403536,3.4705882352941178,17.0
384,Dr. Shari Lynn Meyerson,1366402992,www.checkbook.org/surgeonratings/Lung-Surgery/Shari-Lynn-Meyerson/1366402992/,Female,,University of Chicago,1996,,Surgery;Thoracic and Cardiac Surgery,Northwestern Memorial Hospital;Banner-University Medical Center;,139,5.6,133,21.8,-0.30597045133937345,5.0,13.0
385,Dr. Dale Mueller,1598799942,www.checkbook.org/surgeonratings/Lung-Surgery/Dale-Mueller/1598799942/,Male,,Loyola University,1991,,Thoracic and Cardiac Surgery,OSF St. Francis Medical Center;UnityPoint Health - Proctor;UnityPoint Health - Methodist;,194,7.6,184,38.2,0.9186107499497751,4.5,44.0
386,Dr. John Carlton Myers,1174553523,www.checkbook.org/surgeonratings/Lung-Surgery/John-Carlton-Myers/1174553523/,Male,,Ohio State University,1981,The Ohio State University Hospitals,Surgery;Thoracic and Cardiac Surgery,Swedish American Hospital;,-99,-99.0,23,29.6,0.34529441685795026,5.0,5.0
387,Dr. Sammy Issa Nawas,1134114812,www.checkbook.org/surgeonratings/Lung-Surgery/Sammy-Issa-Nawas/1134114812/,Male,,University of Illinois,1994,U IL,Surgery;Thoracic and Cardiac Surgery,Palos Community Hospital;Advocate Christ Medical Center;Little Company of Mary Hospital;,164,4.7,161,23.0,-0.37429664214211056,4.3,15.0
388,Dr. Francis J. Podbielski,1740278217,www.checkbook.org/surgeonratings/Lung-Surgery/Francis-J-Podbielski/1740278217/,Male,,Northwestern University,1990,Columbus Hosp,Surgery;Thoracic and Cardiac Surgery,Beth Israel Deaconess Hospital Plymouth;UMass Memorial Medical Center;Mercy Medical Center (Springfield);,-99,-99.0,57,18.5,-0.9037411035450601,4.196296296296296,27.0
389,Dr. William Fred Polito,1992744288,www.checkbook.org/surgeonratings/Lung-Surgery/William-Fred-Polito/1992744288/,Male,,Georgia Health Sciences University,1994,,Surgery;Thoracic and Cardiac Surgery,Presence Resurrection Medical Center;Community First Medical Center;Northwest Community Hospital;,-99,-99.0,13,21.1,-0.6111742248921026,3.8,16.0
390,Dr. Sunil M. Prasad,1033298468,www.checkbook.org/surgeonratings/Lung-Surgery/Sunil-M-Prasad/1033298468/,Male,,,,,Thoracic and Cardiac Surgery,Christian Northeast Hospital;Mercy Hospital Springfield;Barnes-Jewish Hospital;,-99,-99.0,14,20.3,-0.7011948029391665,4.6,21.0
391,Dr. William G. Pyle,1306827001,www.checkbook.org/surgeonratings/Lung-Surgery/William-G-Pyle/1306827001/,Male,,Southern Illinois University,1981,,Thoracic and Cardiac Surgery,Memorial Medical Center (Springfield);HSHS St. John's Hospital;Memorial Hospital of Carbondale;,-99,-99.0,63,25.0,-0.17232390691266672,4.454545454545454,22.0
392,Dr. Subba V. Rao,1831186113,www.checkbook.org/surgeonratings/Lung-Surgery/Subba-V-Rao/1831186113/,Male,,Foreign Medical School--I,br/>,,Thoracic and Cardiac Surgery,Advocate South Suburban Hospital;Franciscan St. James Health;,-99,-99.0,20,33.2,0.7503870180697375,1.0,1.0
393,Dr. Anthony John Rousou,1871777102,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-John-Rousou/1871777102/,Male,,Tufts University,2000,New York University Medical Center-Tisch Hospital,Surgery;Thoracic and Cardiac Surgery,Advocate Condell Medical Center;Advocate Good Shepherd Hospital;Advocate Christ Medical Center;Wheaton Franciscan Healthcare All Saints;Palos Community Hospital;Gottlieb Memorial Hospital;,-99,-99.0,22,36.7,1.1442270470256417,,
394,Dr. John Douglas Sadoff,1619973765,www.checkbook.org/surgeonratings/Lung-Surgery/John-Douglas-Sadoff/1619973765/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Memorial Hospital (Belleville);St. Elizabeth's Hospital;,-99,-99.0,30,25.2,-0.14981876240090086,4.8,22.0
395,Dr. Jeffrey Mark Silver,1770585978,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-Mark-Silver/1770585978/,Male,,University of Illinois,1991,,Surgery;Thoracic and Cardiac Surgery,Presence Resurrection Medical Center;Northwest Community Hospital;Community First Medical Center;,78,10.5,77,31.0,0.9512300493827672,4.273529411764706,34.0
396,Dr. Glen B. Smith,1326031105,www.checkbook.org/surgeonratings/Lung-Surgery/Glen-B-Smith/1326031105/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,OSF St. Joseph Medical Center;Advocate BroMenn Medical Center;Decatur Memorial Hospital;,-99,-99.0,33,15.7,-1.2188131267097835,4.627631578947368,152.0
397,Dr. Cynthia N. Steimle,1285699512,www.checkbook.org/surgeonratings/Lung-Surgery/Cynthia-N-Steimle/1285699512/,Female,,University of Michigan,1986,U Mich Hosps,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Advocate Sherman Hospital;Presence St. Joseph Hospital (Elgin);Delnor Hospital;Central DuPage Hospital;,-99,-99.0,76,17.6,-1.0050142538480067,4.194117647058824,34.0
398,Dr. William S. Stevens,1548241250,www.checkbook.org/surgeonratings/Lung-Surgery/William-S-Stevens/1548241250/,Male,,Medical University of South Carolina,1982,,Thoracic and Cardiac Surgery,HSHS St. John's Hospital;Memorial Medical Center (Springfield);,-99,-99.0,27,16.6,-1.1175399764068363,4.68,35.0
399,Dr. Lambros Tsonis,1356504278,www.checkbook.org/surgeonratings/Lung-Surgery/Lambros-Tsonis/1356504278/,Male,,Boston University,2004,,Surgery;Thoracic and Cardiac Surgery,Elmhurst Memorial Hospital;Loyola University Medical Center;Presence Resurrection Medical Center;Centegra Hospital - McHenry;Community First Medical Center;MacNeal Hospital;,-99,-99.0,17,43.1,1.8643916714021518,4.7,3.0
400,Dr. Wickii Vigneswaran,1033274873,www.checkbook.org/surgeonratings/Lung-Surgery/Wickii-Vigneswaran/1033274873/,Male,,,,,None,University of Chicago Medical Center;,105,4.5,102,24.1,-0.34259452236542864,4.2,12.0
401,Dr. Timothy Vale Votapka,1598750200,www.checkbook.org/surgeonratings/Lung-Surgery/Timothy-Vale-Votapka/1598750200/,Male,,University of Kansas,1983,,Surgery;Thoracic and Cardiac Surgery,Advocate Good Shepherd Hospital;Advocate Christ Medical Center;United Hospital (Kenosha);Advocate Condell Medical Center;Advocate Sherman Hospital;,44,6.5,44,28.1,0.18432719905897532,3.372727272727273,66.0
402,Dr. John Ward Watson,1871596726,www.checkbook.org/surgeonratings/Lung-Surgery/John-Ward-Watson/1871596726/,Male,,Wake Forest University,1984,Wilford Hall U S A F Medical Center,Thoracic and Cardiac Surgery,Memorial Hospital of Carbondale;SMS Health Good Samaritan - Mount Vernon;,-99,-99.0,30,14.3,-1.376349138292145,,
403,Dr. Christopher Wigfield,1396910261,www.checkbook.org/surgeonratings/Lung-Surgery/Christopher-Wigfield/1396910261/,Male,,,,,None,Loyola University Medical Center;University of Chicago Medical Center;,-99,-99.0,70,29.3,0.31153670009030127,3.6333333333333333,15.0
404,Dr. Anthony J. Ascioti,1386689776,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-J-Ascioti/1386689776/,Male,,Tufts University,1997,,Surgery;Thoracic and Cardiac Surgery,St. Vincent Hospital (Indianapolis);,94,5.2,89,22.1,-0.3494656482168978,3.9647058823529413,17.0
405,Dr. Elizabeth M. Ashworth,1396833448,www.checkbook.org/surgeonratings/Lung-Surgery/Elizabeth-M-Ashworth/1396833448/,Female,,Indiana University,1983,,Surgery;Thoracic and Cardiac Surgery,Hays Medical Center;Columbus Regional Hospital;,-99,-99.0,35,23.7,-0.3186073462391455,4.380952380952381,126.0
406,Dr. Andrew R. Barksdale,1538363247,www.checkbook.org/surgeonratings/Lung-Surgery/Andrew-R-Barksdale/1538363247/,Male,,Indiana University,1997,,Surgery;Thoracic and Cardiac Surgery,Fransiscan St. Francis Health Indianapolis;The Community Hospital;Franciscan St. James Health;St. Catherine Hospital (East Chicago);,-99,-99.0,53,24.9,-0.18357647916854986,4.475,20.0
407,Dr. Daniel J. Beckman,1780797589,www.checkbook.org/surgeonratings/Lung-Surgery/Daniel-J-Beckman/1780797589/,Male,,Indiana University,1980,IU Health Methodist,Thoracic and Cardiac Surgery,IU Health University Hospital;,-99,-99.0,30,31.6,0.5703458619756098,4.686419753086419,81.0
408,Dr. Thomas J. Birdas,1790761484,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-J-Birdas/1790761484/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,IU Health University Hospital;,-99,-99.0,67,20.9,-0.6336793694038688,4.76,85.0
409,Dr. Bradford Blakeman,1447212113,www.checkbook.org/surgeonratings/Lung-Surgery/Bradford-Blakeman/1447212113/,Male,,University of Illinois,1979,Loyola Affil Hosps,Thoracic and Cardiac Surgery,The Community Hospital;Franciscan St. James Health;St. Mary Medical Center (Hobart);St. Catherine Hospital (East Chicago);,-99,-99.0,20,8.6,-2.0177457568774746,4.167105263157895,76.0
410,Dr. Elizabeth G. Butler,1255403416,www.checkbook.org/surgeonratings/Lung-Surgery/Elizabeth-G-Butler/1255403416/,Female,,University of Texas-San Antonio,2000,United Medical Center,Surgery;Thoracic and Cardiac Surgery,St. Mary's Medical Center (Evansville);,-99,-99.0,59,31.8,0.5928510064873757,3.4,16.0
411,Dr. Glenn N. Carlos,1083705842,www.checkbook.org/surgeonratings/Lung-Surgery/Glenn-N-Carlos/1083705842/,Male,,Indiana University,1992,,Surgery;Thoracic and Cardiac Surgery,St. Mary Medical Center (Hobart);IU Health Ball Memorial Hospital;Methodist Hospitals;,-99,-99.0,35,28.5,0.22151612204323737,4.101219512195122,82.0
412,Dr. Chad J. Davis,1619938073,www.checkbook.org/surgeonratings/Lung-Surgery/Chad-J-Davis/1619938073/,Male,,,,,Surgery,St. Vincent Hospital (Indianapolis);,-99,-99.0,17,28.5,0.22151612204323737,3.9,11.0
413,Dr. Eduardo Esper,1902890999,www.checkbook.org/surgeonratings/Lung-Surgery/Eduardo-Esper/1902890999/,Male,,,,,Thoracic and Cardiac Surgery,Terre Haute Regional Hospital;,-99,-99.0,56,30.6,0.45782013941678,3.6589285714285715,56.0
414,Dr. Richard Kent Freeman,1174542773,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-Kent-Freeman/1174542773/,Male,,Tufts University,1990,,Surgery;Thoracic and Cardiac Surgery,St. Vincent Hospital (Indianapolis);,-99,-99.0,90,28.2,0.18775840527558837,4.7,5.0
415,Dr. Douglas L. Gray,1891787651,www.checkbook.org/surgeonratings/Lung-Surgery/Douglas-L-Gray/1891787651/,Male,,Indiana University,1991,,Surgery;Thoracic and Cardiac Surgery,Parkview Regional Medical Center;,42,15.6,38,38.4,2.1373444274326356,3.9818181818181815,22.0
416,Dr. Walter Henry Halloran,1053486191,www.checkbook.org/surgeonratings/Lung-Surgery/Walter-Henry-Halloran/1053486191/,Male,,University of Minnesota,1984,,Thoracic and Cardiac Surgery,Elkhart General Hospital;Saint Joseph Regional Medical Center;Memorial Hospital of South Bend;,-99,-99.0,24,27.8,0.14274811625205663,3.8999999999999995,42.0
417,Dr. David Andrew Hormuth,1033138417,www.checkbook.org/surgeonratings/Lung-Surgery/David-Andrew-Hormuth/1033138417/,Male,,Indiana University,1983,Medical College of Wisconsin,Thoracic and Cardiac Surgery,IU Health University Hospital;,-99,-99.0,65,28.4,0.21026354978735423,5.0,8.0
418,Dr. Anoush Jidarian,1861655441,www.checkbook.org/surgeonratings/Lung-Surgery/Anoush-Jidarian/1861655441/,Female,,,,,Surgery;Thoracic and Cardiac Surgery,Piedmont Hospital;,-99,-99.0,30,29.5,0.3340418446020671,,
419,Dr. Kenneth Allen Kesler,1700991106,www.checkbook.org/surgeonratings/Lung-Surgery/Kenneth-Allen-Kesler/1700991106/,Male,,Indiana University,1979,,Thoracic and Cardiac Surgery,IU Health University Hospital;,65,7.3,62,22.7,0.0012558586728326493,4.7,211.0
420,Dr. John F. Kuhn,1598729618,www.checkbook.org/surgeonratings/Lung-Surgery/John-F-Kuhn/1598729618/,Male,,University of Oklahoma,1996,,Thoracic and Cardiac Surgery,Reid Hospital;,-99,-99.0,49,22.5,-0.4536382133097411,4.288888888888889,18.0
421,Dr. Charles Lamb,1982779153,www.checkbook.org/surgeonratings/Lung-Surgery/Charles-Lamb/1982779153/,Male,,,,,Thoracic and Cardiac Surgery,Memorial Hospital of South Bend;Saint Joseph Regional Medical Center;Elkhart General Hospital;,-99,-99.0,38,23.1,-0.3861227797744431,,
422,Dr. Raja Sekhar Mahidhara,1689771016,www.checkbook.org/surgeonratings/Lung-Surgery/Raja-Sekhar-Mahidhara/1689771016/,Male,,University of Pittsburgh,1996,,Surgery;Thoracic and Cardiac Surgery,St. Vincent Hospital (Indianapolis);,-99,-99.0,37,40.2,1.5380670759815458,,
423,Dr. Nabil E. Mnayarji,1427125426,www.checkbook.org/surgeonratings/Lung-Surgery/Nabil-E-Mnayarji/1427125426/,Male,,,,,Thoracic and Cardiac Surgery,Union Hospital (Terre Haute);,-99,-99.0,28,18.4,-0.9149936758009432,4.333333333333333,12.0
424,Dr. Vijay Krishna Nuthakki,1013133222,www.checkbook.org/surgeonratings/Lung-Surgery/Vijay-Krishna-Nuthakki/1013133222/,Male,,Northeastern Ohio University,1999,,Surgery;Thoracic and Cardiac Surgery,Aurora Sinai/Aurora St. Luke's Medical Center;,106,2.1,99,27.9,-0.49103998107174557,5.0,1.0
425,Dr. Manesh Parikshak,1356438626,www.checkbook.org/surgeonratings/Lung-Surgery/Manesh-Parikshak/1356438626/,Male,,Indiana University,1997,Henry Ford Hospital,Thoracic and Cardiac Surgery,Fransiscan St. Francis Health Indianapolis;Blessing Hospital;,-99,-99.0,51,21.1,-0.6111742248921026,3.9466666666666668,30.0
